soc^|^target_tariff_option^|^effective_date^|^feature_code^|^tier_level_code^|^business_category^|^dwh_source_ind^|^market_code^|^dwh_valid_from^|^dwh_valid_until^|^rate_eu^|^suspension_amt_eu^|^expiration_date^|^eu_bpn_rate^|^sys_creation_date^|^sys_creation_time^|^sys_update_date^|^sys_update_time^|^operator_id^|^application_id^|^dwh_status^|^dwh_lfd_nr
VDBASE01^|^ALLTO^|^20180124^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180221^|^20200523^|^399^|^369^|^20180708^|^379^|^20180220^|^397^|^20180509^|^449^|^409^|^MMC^|^AC^|^401
VDBASE01^|^ALLTO^|^20180319^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181117^|^20200715^|^400^|^370^|^20180401^|^380^|^20180327^|^398^|^20180805^|^450^|^410^|^MMC^|^AC^|^402
VDBASE01^|^ALLTO^|^20180602^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180215^|^20201221^|^401^|^371^|^20180330^|^381^|^20180427^|^399^|^20180116^|^451^|^411^|^MMC^|^AC^|^403
VDBASE01^|^ALLTO^|^20180605^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180903^|^20201203^|^402^|^372^|^20180908^|^382^|^20180424^|^400^|^20180923^|^452^|^412^|^MMC^|^AC^|^404
VDBASE01^|^ALLTO^|^20180627^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180410^|^20201001^|^403^|^373^|^20181222^|^383^|^20180331^|^401^|^20180515^|^453^|^413^|^MMC^|^AC^|^405
VDBASE01^|^ALLTO^|^20181010^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181228^|^20200503^|^404^|^374^|^20180424^|^384^|^20180816^|^402^|^20180218^|^454^|^414^|^MMC^|^AC^|^406
VDBASE01^|^ALLTO^|^20181110^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180922^|^20201007^|^405^|^375^|^20180720^|^385^|^20180714^|^403^|^20180925^|^455^|^415^|^MMC^|^AC^|^407
VDBASE01^|^ALLTO^|^20180203^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180420^|^20200528^|^406^|^376^|^20180102^|^386^|^20180104^|^404^|^20180714^|^456^|^416^|^MMC^|^AC^|^408
VDBASE01^|^ALLTO^|^20180723^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180920^|^20200804^|^407^|^377^|^20180707^|^387^|^20180512^|^405^|^20180404^|^457^|^417^|^MMC^|^AC^|^409
VDBASE01^|^ALLTO^|^20180430^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181027^|^20200912^|^408^|^378^|^20180523^|^388^|^20181127^|^406^|^20180204^|^458^|^418^|^MMC^|^AC^|^410
VDBASE01^|^ALLTO^|^20180906^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180917^|^20201103^|^409^|^379^|^20180716^|^389^|^20180621^|^407^|^20181215^|^459^|^419^|^MMC^|^AC^|^411
VDBASE01^|^ALLTO^|^20180312^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181005^|^20201014^|^410^|^380^|^20180625^|^390^|^20180125^|^408^|^20180605^|^460^|^420^|^MMC^|^AC^|^412
VDBASE01^|^ALLTO^|^20181023^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181230^|^20201225^|^411^|^381^|^20181121^|^391^|^20180227^|^409^|^20180101^|^461^|^421^|^MMC^|^AC^|^413
VDBASE01^|^ALLTO^|^20180626^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180127^|^20200726^|^412^|^382^|^20181002^|^392^|^20180528^|^410^|^20180119^|^462^|^422^|^MMC^|^AC^|^414
VDBASE01^|^ALLTO^|^20181026^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180812^|^20201023^|^413^|^383^|^20181203^|^393^|^20180612^|^411^|^20180502^|^463^|^423^|^MMC^|^AC^|^415
VDBASE01^|^ALLTO^|^20181019^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181113^|^20200715^|^414^|^384^|^20180421^|^394^|^20180520^|^412^|^20180902^|^464^|^424^|^MMC^|^AC^|^416
VDBASE01^|^ALLTO^|^20180910^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180815^|^20201118^|^415^|^385^|^20180317^|^395^|^20180614^|^413^|^20180606^|^465^|^425^|^MMC^|^AC^|^417
VDBASE01^|^ALLTO^|^20180406^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181023^|^20200831^|^416^|^386^|^20181219^|^396^|^20180121^|^414^|^20180302^|^466^|^426^|^MMC^|^AC^|^418
VDBASE01^|^ALLTO^|^20180129^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180307^|^20201029^|^417^|^387^|^20180930^|^397^|^20181224^|^415^|^20181208^|^467^|^427^|^MMC^|^AC^|^419
VDBASE01^|^ALLTO^|^20181206^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180121^|^20200715^|^418^|^388^|^20181227^|^398^|^20181112^|^416^|^20180106^|^468^|^428^|^MMC^|^AC^|^420
VDBASE01^|^ALLTO^|^20181221^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180414^|^20201015^|^419^|^389^|^20180828^|^399^|^20180514^|^417^|^20180209^|^469^|^429^|^MMC^|^AC^|^421
VDBASE01^|^ALLTO^|^20180220^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180427^|^20201223^|^420^|^390^|^20180705^|^400^|^20180706^|^418^|^20180104^|^470^|^430^|^MMC^|^AC^|^422
VDBASE01^|^ALLTO^|^20180810^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181205^|^20200526^|^421^|^391^|^20181104^|^401^|^20180828^|^419^|^20181108^|^471^|^431^|^MMC^|^AC^|^423
VDBASE01^|^ALLTO^|^20180628^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181023^|^20200731^|^422^|^392^|^20180111^|^402^|^20180107^|^420^|^20180331^|^472^|^432^|^MMC^|^AC^|^424
VDBASE01^|^ALLTO^|^20181216^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180114^|^20200708^|^423^|^393^|^20180117^|^403^|^20180913^|^421^|^20181201^|^473^|^433^|^MMC^|^AC^|^425
VDBASE01^|^ALLTO^|^20180127^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181029^|^20200518^|^424^|^394^|^20180926^|^404^|^20180525^|^422^|^20180917^|^474^|^434^|^MMC^|^AC^|^426
VDBASE01^|^ALLTO^|^20180330^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181012^|^20200531^|^425^|^395^|^20180928^|^405^|^20180826^|^423^|^20180725^|^475^|^435^|^MMC^|^AC^|^427
VDBASE01^|^ALLTO^|^20181123^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180624^|^20200512^|^426^|^396^|^20180505^|^406^|^20181208^|^424^|^20180806^|^476^|^436^|^MMC^|^AC^|^428
VDBASE01^|^ALLTO^|^20180112^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180412^|^20201202^|^427^|^397^|^20181019^|^407^|^20180310^|^425^|^20181127^|^477^|^437^|^MMC^|^AC^|^429
VDBASE01^|^ALLTO^|^20180928^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180701^|^20200629^|^428^|^398^|^20181008^|^408^|^20181219^|^426^|^20181018^|^478^|^438^|^MMC^|^AC^|^430
VDBASE01^|^ALLTO^|^20181024^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180213^|^20201209^|^429^|^399^|^20180724^|^409^|^20181011^|^427^|^20180123^|^479^|^439^|^MMC^|^AC^|^431
VDBASE01^|^ALLTO^|^20181001^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181009^|^20200624^|^430^|^400^|^20181009^|^410^|^20181126^|^428^|^20180412^|^480^|^440^|^MMC^|^AC^|^432
VDBASE01^|^ALLTO^|^20180308^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180108^|^20200504^|^431^|^401^|^20180906^|^411^|^20180819^|^429^|^20180315^|^481^|^441^|^MMC^|^AC^|^433
VDBASE01^|^ALLTO^|^20180803^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180201^|^20201008^|^432^|^402^|^20180820^|^412^|^20180414^|^430^|^20180909^|^482^|^442^|^MMC^|^AC^|^434
VDBASE01^|^ALLTO^|^20180408^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181211^|^20200829^|^433^|^403^|^20181110^|^413^|^20180205^|^431^|^20180219^|^483^|^443^|^MMC^|^AC^|^435
VDBASE01^|^ALLTO^|^20180904^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180403^|^20200805^|^434^|^404^|^20180807^|^414^|^20180114^|^432^|^20181021^|^484^|^444^|^MMC^|^AC^|^436
VDBASE01^|^ALLTO^|^20181119^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180125^|^20201224^|^435^|^405^|^20180223^|^415^|^20181128^|^433^|^20180609^|^485^|^445^|^MMC^|^AC^|^437
VDBASE01^|^ALLTO^|^20180712^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180725^|^20200519^|^436^|^406^|^20180818^|^416^|^20180103^|^434^|^20180104^|^486^|^446^|^MMC^|^AC^|^438
VDBASE01^|^ALLTO^|^20180325^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180426^|^20200622^|^437^|^407^|^20180113^|^417^|^20180708^|^435^|^20180125^|^487^|^447^|^MMC^|^AC^|^439
VDBASE01^|^ALLTO^|^20180718^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180807^|^20200827^|^438^|^408^|^20180119^|^418^|^20181124^|^436^|^20180507^|^488^|^448^|^MMC^|^AC^|^440
VDBASE01^|^ALLTO^|^20180810^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180916^|^20200528^|^439^|^409^|^20180106^|^419^|^20180607^|^437^|^20180324^|^489^|^449^|^MMC^|^AC^|^441
VDBASE01^|^ALLTO^|^20180331^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181229^|^20200908^|^440^|^410^|^20180824^|^420^|^20180828^|^438^|^20180206^|^490^|^450^|^MMC^|^AC^|^442
VDBASE01^|^ALLTO^|^20180906^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180601^|^20200828^|^441^|^411^|^20180915^|^421^|^20180127^|^439^|^20180516^|^491^|^451^|^MMC^|^AC^|^443
VDBASE01^|^ALLTO^|^20181012^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181009^|^20201117^|^442^|^412^|^20181004^|^422^|^20180923^|^440^|^20180302^|^492^|^452^|^MMC^|^AC^|^444
VDBASE01^|^ALLTO^|^20181013^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180517^|^20200612^|^443^|^413^|^20181215^|^423^|^20180316^|^441^|^20181126^|^493^|^453^|^MMC^|^AC^|^445
VDBASE01^|^ALLTO^|^20181031^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180204^|^20200821^|^444^|^414^|^20180429^|^424^|^20181024^|^442^|^20180513^|^494^|^454^|^MMC^|^AC^|^446
VDBASE01^|^ALLTO^|^20180624^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180326^|^20200508^|^445^|^415^|^20180803^|^425^|^20180414^|^443^|^20181207^|^495^|^455^|^MMC^|^AC^|^447
VDBASE01^|^ALLTO^|^20181022^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181118^|^20201005^|^446^|^416^|^20180104^|^426^|^20180310^|^444^|^20181014^|^496^|^456^|^MMC^|^AC^|^448
VDBASE01^|^ALLTO^|^20181028^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180506^|^20201226^|^447^|^417^|^20180822^|^427^|^20180501^|^445^|^20180612^|^497^|^457^|^MMC^|^AC^|^449
VDBASE01^|^ALLTO^|^20180715^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180830^|^20201225^|^448^|^418^|^20180315^|^428^|^20180207^|^446^|^20180518^|^498^|^458^|^MMC^|^AC^|^450
VDBASE01^|^ALLTO^|^20180925^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180227^|^20200712^|^449^|^419^|^20180313^|^429^|^20180205^|^447^|^20180123^|^499^|^459^|^MMC^|^AC^|^451
VDBASE01^|^ALLTO^|^20180325^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181228^|^20200913^|^450^|^420^|^20181014^|^430^|^20180421^|^448^|^20180408^|^500^|^460^|^MMC^|^AC^|^452
VDBASE01^|^ALLTO^|^20180522^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180501^|^20201107^|^451^|^421^|^20181215^|^431^|^20180626^|^449^|^20180214^|^501^|^461^|^MMC^|^AC^|^453
VDBASE01^|^ALLTO^|^20180524^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180601^|^20200721^|^452^|^422^|^20181010^|^432^|^20180127^|^450^|^20181002^|^502^|^462^|^MMC^|^AC^|^454
VDBASE01^|^ALLTO^|^20180623^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180221^|^20200706^|^453^|^423^|^20180829^|^433^|^20181126^|^451^|^20180724^|^503^|^463^|^MMC^|^AC^|^455
VDBASE01^|^ALLTO^|^20180830^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180416^|^20200621^|^454^|^424^|^20180218^|^434^|^20181210^|^452^|^20180204^|^504^|^464^|^MMC^|^AC^|^456
VDBASE01^|^ALLTO^|^20180630^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180110^|^20200718^|^455^|^425^|^20180918^|^435^|^20180424^|^453^|^20181230^|^505^|^465^|^MMC^|^AC^|^457
VDBASE01^|^ALLTO^|^20180430^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180209^|^20201112^|^456^|^426^|^20180408^|^436^|^20180525^|^454^|^20180619^|^506^|^466^|^MMC^|^AC^|^458
VDBASE01^|^ALLTO^|^20181110^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180428^|^20201218^|^457^|^427^|^20180911^|^437^|^20180307^|^455^|^20181027^|^507^|^467^|^MMC^|^AC^|^459
VDBASE01^|^ALLTO^|^20180526^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181216^|^20201129^|^458^|^428^|^20181022^|^438^|^20180823^|^456^|^20180101^|^508^|^468^|^MMC^|^AC^|^460
VDBASE01^|^ALLTO^|^20180623^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180708^|^20200727^|^459^|^429^|^20180816^|^439^|^20180225^|^457^|^20180713^|^509^|^469^|^MMC^|^AC^|^461
VDBASE01^|^ALLTO^|^20180304^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180616^|^20200630^|^460^|^430^|^20180522^|^440^|^20180919^|^458^|^20181230^|^510^|^470^|^MMC^|^AC^|^462
VDBASE01^|^ALLTO^|^20181010^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180223^|^20200929^|^461^|^431^|^20180523^|^441^|^20180529^|^459^|^20180317^|^511^|^471^|^MMC^|^AC^|^463
VDBASE01^|^ALLTO^|^20181203^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180620^|^20201203^|^462^|^432^|^20180618^|^442^|^20180627^|^460^|^20181209^|^512^|^472^|^MMC^|^AC^|^464
VDBASE01^|^ALLTO^|^20180520^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180223^|^20201026^|^463^|^433^|^20180302^|^443^|^20181130^|^461^|^20181029^|^513^|^473^|^MMC^|^AC^|^465
VDBASE01^|^ALLTO^|^20181108^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180904^|^20200829^|^464^|^434^|^20180716^|^444^|^20181120^|^462^|^20180910^|^514^|^474^|^MMC^|^AC^|^466
VDBASE01^|^ALLTO^|^20180222^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181201^|^20201120^|^465^|^435^|^20180404^|^445^|^20180906^|^463^|^20180714^|^515^|^475^|^MMC^|^AC^|^467
VDBASE01^|^ALLTO^|^20180303^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181119^|^20200511^|^466^|^436^|^20180326^|^446^|^20180710^|^464^|^20181116^|^516^|^476^|^MMC^|^AC^|^468
VDBASE01^|^ALLTO^|^20180814^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180423^|^20201214^|^467^|^437^|^20180805^|^447^|^20180112^|^465^|^20180215^|^517^|^477^|^MMC^|^AC^|^469
VDBASE01^|^ALLTO^|^20180803^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180908^|^20200701^|^468^|^438^|^20180327^|^448^|^20180923^|^466^|^20180515^|^518^|^478^|^MMC^|^AC^|^470
VDBASE01^|^ALLTO^|^20180314^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180911^|^20200727^|^469^|^439^|^20180823^|^449^|^20181102^|^467^|^20180601^|^519^|^479^|^MMC^|^AC^|^471
VDBASE01^|^ALLTO^|^20180702^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181209^|^20200614^|^470^|^440^|^20180704^|^450^|^20180120^|^468^|^20180806^|^520^|^480^|^MMC^|^AC^|^472
VDBASE01^|^ALLTO^|^20180829^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180130^|^20200509^|^471^|^441^|^20180908^|^451^|^20180625^|^469^|^20181105^|^521^|^481^|^MMC^|^AC^|^473
VDBASE01^|^ALLTO^|^20180420^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181026^|^20200719^|^472^|^442^|^20180426^|^452^|^20180515^|^470^|^20180808^|^522^|^482^|^MMC^|^AC^|^474
VDBASE01^|^ALLTO^|^20180719^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180714^|^20200905^|^473^|^443^|^20180726^|^453^|^20180217^|^471^|^20180215^|^523^|^483^|^MMC^|^AC^|^475
VDBASE01^|^ALLTO^|^20180425^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180201^|^20201028^|^474^|^444^|^20180409^|^454^|^20180307^|^472^|^20180201^|^524^|^484^|^MMC^|^AC^|^476
VDBASE01^|^ALLTO^|^20180918^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181223^|^20200920^|^475^|^445^|^20180314^|^455^|^20180224^|^473^|^20181031^|^525^|^485^|^MMC^|^AC^|^477
VDBASE01^|^ALLTO^|^20180811^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181023^|^20200806^|^476^|^446^|^20180816^|^456^|^20180528^|^474^|^20180812^|^526^|^486^|^MMC^|^AC^|^478
VDBASE01^|^ALLTO^|^20180715^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180225^|^20200711^|^477^|^447^|^20180525^|^457^|^20181030^|^475^|^20180713^|^527^|^487^|^MMC^|^AC^|^479
VDBASE01^|^ALLTO^|^20181115^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181225^|^20201128^|^478^|^448^|^20180101^|^458^|^20180919^|^476^|^20181106^|^528^|^488^|^MMC^|^AC^|^480
VDBASE01^|^ALLTO^|^20180511^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181120^|^20200928^|^479^|^449^|^20181223^|^459^|^20180407^|^477^|^20180919^|^529^|^489^|^MMC^|^AC^|^481
VDBASE01^|^ALLTO^|^20180628^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181116^|^20200804^|^480^|^450^|^20180306^|^460^|^20180723^|^478^|^20180205^|^530^|^490^|^MMC^|^AC^|^482
VDBASE01^|^ALLTO^|^20180221^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180629^|^20201106^|^481^|^451^|^20181223^|^461^|^20181101^|^479^|^20180827^|^531^|^491^|^MMC^|^AC^|^483
VDBASE01^|^ALLTO^|^20181205^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180624^|^20201017^|^482^|^452^|^20181030^|^462^|^20180814^|^480^|^20180417^|^532^|^492^|^MMC^|^AC^|^484
VDBASE01^|^ALLTO^|^20180203^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180321^|^20200821^|^483^|^453^|^20181031^|^463^|^20180305^|^481^|^20180407^|^533^|^493^|^MMC^|^AC^|^485
VDBASE01^|^ALLTO^|^20180103^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180318^|^20200804^|^484^|^454^|^20180331^|^464^|^20180424^|^482^|^20180905^|^534^|^494^|^MMC^|^AC^|^486
VDBASE01^|^ALLTO^|^20181122^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180215^|^20200603^|^485^|^455^|^20180423^|^465^|^20181224^|^483^|^20180929^|^535^|^495^|^MMC^|^AC^|^487
VDBASE01^|^ALLTO^|^20180704^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180314^|^20200918^|^486^|^456^|^20180429^|^466^|^20180612^|^484^|^20180425^|^536^|^496^|^MMC^|^AC^|^488
VDBASE01^|^ALLTO^|^20180202^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180905^|^20200916^|^487^|^457^|^20180117^|^467^|^20180312^|^485^|^20181026^|^537^|^497^|^MMC^|^AC^|^489
VDBASE01^|^ALLTO^|^20180420^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180507^|^20201218^|^488^|^458^|^20180312^|^468^|^20180118^|^486^|^20180102^|^538^|^498^|^MMC^|^AC^|^490
VDBASE01^|^ALLTO^|^20180111^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181002^|^20200626^|^489^|^459^|^20180616^|^469^|^20180510^|^487^|^20181029^|^539^|^499^|^MMC^|^AC^|^491
VDBASE01^|^ALLTO^|^20180120^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180527^|^20200617^|^490^|^460^|^20180802^|^470^|^20180429^|^488^|^20180104^|^540^|^500^|^MMC^|^AC^|^492
VDBASE01^|^ALLTO^|^20181210^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180630^|^20200825^|^491^|^461^|^20180321^|^471^|^20180126^|^489^|^20181221^|^541^|^501^|^MMC^|^AC^|^493
VDBASE01^|^ALLTO^|^20180424^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180419^|^20200706^|^492^|^462^|^20180919^|^472^|^20181031^|^490^|^20181227^|^542^|^502^|^MMC^|^AC^|^494
VDBASE01^|^ALLTO^|^20181011^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180924^|^20200617^|^493^|^463^|^20180424^|^473^|^20180409^|^491^|^20180914^|^543^|^503^|^MMC^|^AC^|^495
VDBASE01^|^ALLTO^|^20181019^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180215^|^20200906^|^494^|^464^|^20180430^|^474^|^20180815^|^492^|^20180813^|^544^|^504^|^MMC^|^AC^|^496
VDBASE01^|^ALLTO^|^20180707^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180925^|^20201105^|^495^|^465^|^20180505^|^475^|^20180513^|^493^|^20181219^|^545^|^505^|^MMC^|^AC^|^497
VDBASE01^|^ALLTO^|^20180513^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180822^|^20201123^|^496^|^466^|^20180517^|^476^|^20180912^|^494^|^20180702^|^546^|^506^|^MMC^|^AC^|^498
VDBASE01^|^ALLTO^|^20180107^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180514^|^20201015^|^497^|^467^|^20180320^|^477^|^20181215^|^495^|^20180303^|^547^|^507^|^MMC^|^AC^|^499
VDBASE01^|^ALLTO^|^20180127^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180101^|^20200509^|^498^|^468^|^20180505^|^478^|^20180825^|^496^|^20180103^|^548^|^508^|^MMC^|^AC^|^500
VDBASE01^|^ALLTO^|^20180315^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180415^|^20200514^|^499^|^469^|^20180405^|^479^|^20181210^|^497^|^20181129^|^549^|^509^|^MMC^|^AC^|^501
VDBASE01^|^ALLTO^|^20181101^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180109^|^20200824^|^500^|^470^|^20181206^|^480^|^20181227^|^498^|^20180124^|^550^|^510^|^MMC^|^AC^|^502
VDBASE01^|^ALLTO^|^20180917^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181110^|^20200805^|^501^|^471^|^20181111^|^481^|^20180910^|^499^|^20180523^|^551^|^511^|^MMC^|^AC^|^503
VDBASE01^|^ALLTO^|^20181008^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180803^|^20200729^|^502^|^472^|^20181221^|^482^|^20180721^|^500^|^20181116^|^552^|^512^|^MMC^|^AC^|^504
VDBASE01^|^ALLTO^|^20180415^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181228^|^20201024^|^503^|^473^|^20180228^|^483^|^20180819^|^501^|^20180123^|^553^|^513^|^MMC^|^AC^|^505
VDBASE01^|^ALLTO^|^20180504^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180726^|^20200603^|^504^|^474^|^20180707^|^484^|^20181210^|^502^|^20180809^|^554^|^514^|^MMC^|^AC^|^506
VDBASE01^|^ALLTO^|^20180116^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181222^|^20200723^|^505^|^475^|^20180121^|^485^|^20180418^|^503^|^20181008^|^555^|^515^|^MMC^|^AC^|^507
VDBASE01^|^ALLTO^|^20180529^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180204^|^20201129^|^506^|^476^|^20180712^|^486^|^20180605^|^504^|^20180117^|^556^|^516^|^MMC^|^AC^|^508
VDBASE01^|^ALLTO^|^20180509^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181103^|^20201124^|^507^|^477^|^20181001^|^487^|^20180921^|^505^|^20181002^|^557^|^517^|^MMC^|^AC^|^509
VDBASE01^|^ALLTO^|^20180417^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180425^|^20201020^|^508^|^478^|^20180504^|^488^|^20180210^|^506^|^20180221^|^558^|^518^|^MMC^|^AC^|^510
VDBASE01^|^ALLTO^|^20180126^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180706^|^20200812^|^509^|^479^|^20181224^|^489^|^20181111^|^507^|^20181228^|^559^|^519^|^MMC^|^AC^|^511
VDBASE01^|^ALLTO^|^20180813^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180928^|^20200909^|^510^|^480^|^20180503^|^490^|^20180117^|^508^|^20181001^|^560^|^520^|^MMC^|^AC^|^512
VDBASE01^|^ALLTO^|^20180929^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181108^|^20200903^|^511^|^481^|^20180709^|^491^|^20180422^|^509^|^20180102^|^561^|^521^|^MMC^|^AC^|^513
VDBASE01^|^ALLTO^|^20180807^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180105^|^20200511^|^512^|^482^|^20181021^|^492^|^20180410^|^510^|^20180824^|^562^|^522^|^MMC^|^AC^|^514
VDBASE01^|^ALLTO^|^20180806^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180627^|^20200724^|^513^|^483^|^20181121^|^493^|^20180912^|^511^|^20180610^|^563^|^523^|^MMC^|^AC^|^515
VDBASE01^|^ALLTO^|^20180120^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181203^|^20200818^|^514^|^484^|^20180702^|^494^|^20180315^|^512^|^20181111^|^564^|^524^|^MMC^|^AC^|^516
VDBASE01^|^ALLTO^|^20180922^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180723^|^20200809^|^515^|^485^|^20181021^|^495^|^20180729^|^513^|^20180114^|^565^|^525^|^MMC^|^AC^|^517
VDBASE01^|^ALLTO^|^20180720^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180530^|^20200626^|^516^|^486^|^20180513^|^496^|^20181013^|^514^|^20180304^|^566^|^526^|^MMC^|^AC^|^518
